N: 10
J1/J2 START: 0.8
J1/J2 END: 1.4
datapoints: 50000
caculation time with 16 threads: 5485.58 seconds

J1/J2	Delta E in J2
0.816188	0.11733
0.8162	0.117322
0.816212	0.117313
0.816224	0.117304
0.816236	0.117295
0.816248	0.117286
0.81626	0.117277
0.816272	0.117268
0.816284	0.117259
0.816296	0.11725
0.816308	0.117242
0.81632	0.117233
0.816332	0.117224
0.816344	0.117215
0.816356	0.117206
0.816368	0.117197
0.81638	0.117188
0.816392	0.117179
0.816404	0.117171
0.816416	0.117162
0.816428	0.117153
0.81644	0.117144
0.816452	0.117135
0.816464	0.117126
0.816476	0.117117
0.816488	0.117108
0.8165	0.1171
0.816512	0.117091
0.816524	0.117082
0.816536	0.117073
0.816548	0.117064
0.81656	0.117055
0.816572	0.117046
0.816584	0.117037
0.816596	0.117029
0.816608	0.11702
0.81662	0.117011
0.816632	0.117002
0.816644	0.116993
0.816656	0.116984
0.816668	0.116975
0.81668	0.116966
0.816692	0.116958
0.816704	0.116949
0.816716	0.11694
0.816728	0.116931
0.81674	0.116922
0.816752	0.116913
0.816764	0.116904
0.816776	0.116895
0.816788	0.116887
0.8168	0.116878
0.816812	0.116869
0.816824	0.11686
0.816836	0.116851
0.816848	0.116842
0.81686	0.116833
0.816872	0.116824
0.816884	0.116816
0.816896	0.116807
0.816908	0.116798
0.81692	0.116789
0.816932	0.11678
0.816944	0.116771
0.816956	0.116762
0.816968	0.116753
0.81698	0.116745
0.816992	0.116736
0.817004	0.116727
0.817016	0.116718
0.817028	0.116709
0.81704	0.1167
0.817052	0.116691
0.817064	0.116682
0.817076	0.116674
0.817088	0.116665
0.8171	0.116656
0.817112	0.116647
0.817124	0.116638
0.817136	0.116629
0.817148	0.11662
0.81716	0.116611
0.817172	0.116603
0.817184	0.116594
0.817196	0.116585
0.817208	0.116576
0.81722	0.116567
0.817232	0.116558
0.817244	0.116549
0.817256	0.11654
0.817268	0.116532
0.81728	0.116523
0.817292	0.116514
0.817304	0.116505
0.817316	0.116496
0.817328	0.116487
0.81734	0.116478
0.817352	0.116469
0.817364	0.116461
0.817376	0.116452
0.817388	0.116443
0.8174	0.116434
0.817412	0.116425
0.817424	0.116416
0.817436	0.116407
0.817448	0.116399
0.81746	0.11639
0.817472	0.116381
0.817484	0.116372
0.817496	0.116363
0.817508	0.116354
0.81752	0.116345
0.817532	0.116336
0.817544	0.116328
0.817556	0.116319
0.817568	0.11631
0.81758	0.116301
0.817592	0.116292
0.817604	0.116283
0.817616	0.116274
0.817628	0.116265
0.81764	0.116257
0.817652	0.116248
0.817664	0.116239
0.817676	0.11623
0.817688	0.116221
0.8177	0.116212
0.817712	0.116203
0.817724	0.116195
0.817736	0.116186
0.817748	0.116177
0.81776	0.116168
0.817772	0.116159
0.817784	0.11615
0.817796	0.116141
0.817808	0.116132
0.81782	0.116124
0.817832	0.116115
0.817844	0.116106
0.817856	0.116097
0.817868	0.116088
0.81788	0.116079
0.817892	0.11607
0.817904	0.116062
0.817916	0.116053
0.817928	0.116044
0.81794	0.116035
0.817952	0.116026
0.817964	0.116017
0.817976	0.116008
0.817988	0.115999
0.818	0.115991
0.818012	0.115982
0.818024	0.115973
0.818036	0.115964
0.818048	0.115955
0.81806	0.115946
0.818072	0.115937
0.818084	0.115929
0.818096	0.11592
0.818108	0.115911
0.81812	0.115902
0.818132	0.115893
0.818144	0.115884
0.818156	0.115875
0.818168	0.115866
0.81818	0.115858
0.818192	0.115849
0.818204	0.11584
0.818216	0.115831
0.818228	0.115822
0.81824	0.115813
0.818252	0.115804
0.818264	0.115796
0.818276	0.115787
0.818288	0.115778
0.8183	0.115769
0.818312	0.11576
0.818324	0.115751
0.818336	0.115742
0.818348	0.115733
0.81836	0.115725
0.818372	0.115716
0.818384	0.115707
0.818396	0.115698
0.818408	0.115689
0.81842	0.11568
0.818432	0.115671
0.818444	0.115663
0.818456	0.115654
0.818468	0.115645
0.81848	0.115636
0.818492	0.115627
0.818504	0.115618
0.818516	0.115609
0.818528	0.115601
0.81854	0.115592
0.818552	0.115583
0.818564	0.115574
0.818576	0.115565
0.818588	0.115556
0.8186	0.115547
0.818612	0.115539
0.818624	0.11553
0.818636	0.115521
0.818648	0.115512
0.81866	0.115503
0.818672	0.115494
0.818684	0.115485
0.818696	0.115476
0.818708	0.115468
0.81872	0.115459
0.818732	0.11545
0.818744	0.115441
0.818756	0.115432
0.818768	0.115423
0.81878	0.115414
0.818792	0.115406
0.818804	0.115397
0.818816	0.115388
0.818828	0.115379
0.81884	0.11537
0.818852	0.115361
0.818864	0.115352
0.818876	0.115344
0.818888	0.115335
0.8189	0.115326
0.818912	0.115317
0.818924	0.115308
0.818936	0.115299
0.818948	0.11529
0.81896	0.115282
0.818972	0.115273
0.818984	0.115264
0.818996	0.115255
0.819008	0.115246
0.81902	0.115237
0.819032	0.115228
0.819044	0.11522
0.819056	0.115211
0.819068	0.115202
0.81908	0.115193
0.819092	0.115184
0.819104	0.115175
0.819116	0.115166
0.819128	0.115158
0.81914	0.115149
0.819152	0.11514
0.819164	0.115131
0.819176	0.115122
0.819188	0.115113
0.8192	0.115104
0.819212	0.115096
0.819224	0.115087
0.819236	0.115078
0.819248	0.115069
0.81926	0.11506
0.819272	0.115051
0.819284	0.115042
0.819296	0.115034
0.819308	0.115025
0.81932	0.115016
0.819332	0.115007
0.819344	0.114998
0.819356	0.114989
0.819368	0.11498
0.81938	0.114972
0.819392	0.114963
0.819404	0.114954
0.819416	0.114945
0.819428	0.114936
0.81944	0.114927
0.819452	0.114918
0.819464	0.11491
0.819476	0.114901
0.819488	0.114892
0.8195	0.114883
0.819512	0.114874
0.819524	0.114865
0.819536	0.114856
0.819548	0.114848
0.81956	0.114839
0.819572	0.11483
0.819584	0.114821
0.819596	0.114812
0.819608	0.114803
0.81962	0.114794
0.819632	0.114786
0.819644	0.114777
0.819656	0.114768
0.819668	0.114759
0.81968	0.11475
0.819692	0.114741
0.819704	0.114732
0.819716	0.114724
0.819728	0.114715
0.81974	0.114706
0.819752	0.114697
0.819764	0.114688
0.819776	0.114679
0.819788	0.11467
0.8198	0.114662
0.819812	0.114653
0.819824	0.114644
0.819836	0.114635
0.819848	0.114626
0.81986	0.114617
0.819872	0.114608
0.819884	0.1146
0.819896	0.114591
0.819908	0.114582
0.81992	0.114573
0.819932	0.114564
0.819944	0.114555
0.819956	0.114547
0.819968	0.114538
0.81998	0.114529
0.819992	0.11452
0.820004	0.114511
0.820016	0.114502
0.820028	0.114493
0.82004	0.114485
0.820052	0.114476
0.820064	0.114467
0.820076	0.114458
0.820088	0.114449
0.8201	0.11444
0.820112	0.114431
0.820124	0.114423
0.820136	0.114414
0.820148	0.114405
0.82016	0.114396
0.820172	0.114387
0.820184	0.114378
0.820196	0.114369
0.820208	0.114361
0.82022	0.114352
0.820232	0.114343
0.820244	0.114334
0.820256	0.114325
0.820268	0.114316
0.82028	0.114308
0.820292	0.114299
0.820304	0.11429
0.820316	0.114281
0.820328	0.114272
0.82034	0.114263
0.820352	0.114254
0.820364	0.114246
0.820376	0.114237
0.820388	0.114228
0.8204	0.114219
0.820412	0.11421
0.820424	0.114201
0.820436	0.114193
0.820448	0.114184
0.82046	0.114175
0.820472	0.114166
0.820484	0.114157
0.820496	0.114148
0.820508	0.114139
0.82052	0.114131
0.820532	0.114122
0.820544	0.114113
0.820556	0.114104
0.820568	0.114095
0.82058	0.114086
0.820592	0.114077
0.820604	0.114069
0.820616	0.11406
0.820628	0.114051
0.82064	0.114042
0.820652	0.114033
0.820664	0.114024
0.820676	0.114016
0.820688	0.114007
0.8207	0.113998
0.820712	0.113989
0.820724	0.11398
0.820736	0.113971
0.820748	0.113962
0.82076	0.113954
0.820772	0.113945
0.820784	0.113936
0.820796	0.113927
0.820808	0.113918
0.82082	0.113909
0.820832	0.113901
0.820844	0.113892
0.820856	0.113883
0.820868	0.113874
0.82088	0.113865
0.820892	0.113856
0.820904	0.113847
0.820916	0.113839
0.820928	0.11383
0.82094	0.113821
0.820952	0.113812
0.820964	0.113803
0.820976	0.113794
0.820988	0.113786
0.821	0.113777
0.821012	0.113768
0.821024	0.113759
0.821036	0.11375
0.821048	0.113741
0.82106	0.113732
0.821072	0.113724
0.821084	0.113715
0.821096	0.113706
0.821108	0.113697
0.82112	0.113688
0.821132	0.113679
0.821144	0.113671
0.821156	0.113662
0.821168	0.113653
0.82118	0.113644
0.821192	0.113635
0.821204	0.113626
0.821216	0.113618
0.821228	0.113609
0.82124	0.1136
0.821252	0.113591
0.821264	0.113582
0.821276	0.113573
0.821288	0.113564
0.8213	0.113556
0.821312	0.113547
0.821324	0.113538
0.821336	0.113529
0.821348	0.11352
0.82136	0.113511
0.821372	0.113503
0.821384	0.113494
0.821396	0.113485
0.821408	0.113476
0.82142	0.113467
0.821432	0.113458
0.821444	0.11345
0.821456	0.113441
0.821468	0.113432
0.82148	0.113423
0.821492	0.113414
0.821504	0.113405
0.821516	0.113396
0.821528	0.113388
0.82154	0.113379
0.821552	0.11337
0.821564	0.113361
0.821576	0.113352
0.821588	0.113343
0.8216	0.113335
0.821612	0.113326
0.821624	0.113317
0.821636	0.113308
0.821648	0.113299
0.82166	0.11329
0.821672	0.113282
0.821684	0.113273
0.821696	0.113264
0.821708	0.113255
0.82172	0.113246
0.821732	0.113237
0.821744	0.113229
0.821756	0.11322
0.821768	0.113211
0.82178	0.113202
0.821792	0.113193
0.821804	0.113184
0.821816	0.113176
0.821828	0.113167
0.82184	0.113158
0.821852	0.113149
0.821864	0.11314
0.821876	0.113131
0.821888	0.113122
0.8219	0.113114
0.821912	0.113105
0.821924	0.113096
0.821936	0.113087
0.821948	0.113078
0.82196	0.113069
0.821972	0.113061
0.821984	0.113052
0.821996	0.113043
0.822008	0.113034
0.82202	0.113025
0.822032	0.113016
0.822044	0.113008
0.822056	0.112999
0.822068	0.11299
0.82208	0.112981
0.822092	0.112972
0.822104	0.112963
0.822116	0.112955
0.822128	0.112946
0.82214	0.112937
0.822152	0.112928
0.822164	0.112919
0.822176	0.11291
0.822188	0.112902
0.8222	0.112893
0.822212	0.112884
0.822224	0.112875
0.822236	0.112866
0.822248	0.112857
0.82226	0.112849
0.822272	0.11284
0.822284	0.112831
0.822296	0.112822
0.822308	0.112813
0.82232	0.112804
0.822332	0.112796
0.822344	0.112787
0.822356	0.112778
0.822368	0.112769
0.82238	0.11276
0.822392	0.112751
0.822404	0.112743
0.822416	0.112734
0.822428	0.112725
0.82244	0.112716
0.822452	0.112707
0.822464	0.112698
0.822476	0.11269
0.822488	0.112681
0.8225	0.112672
0.822512	0.112663
0.822524	0.112654
0.822536	0.112645
0.822548	0.112637
0.82256	0.112628
0.822572	0.112619
0.822584	0.11261
0.822596	0.112601
0.822608	0.112592
0.82262	0.112584
0.822632	0.112575
0.822644	0.112566
0.822656	0.112557
0.822668	0.112548
0.82268	0.112539
0.822692	0.112531
0.822704	0.112522
0.822716	0.112513
0.822728	0.112504
0.82274	0.112495
0.822752	0.112486
0.822764	0.112478
0.822776	0.112469
0.822788	0.11246
0.8228	0.112451
0.822812	0.112442
0.822824	0.112433
0.822836	0.112425
0.822848	0.112416
0.82286	0.112407
0.822872	0.112398
0.822884	0.112389
0.822896	0.11238
0.822908	0.112372
0.82292	0.112363
0.822932	0.112354
0.822944	0.112345
0.822956	0.112336
0.822968	0.112327
0.82298	0.112319
0.822992	0.11231
0.823004	0.112301
0.823016	0.112292
0.823028	0.112283
0.82304	0.112274
0.823052	0.112266
0.823064	0.112257
0.823076	0.112248
0.823088	0.112239
0.8231	0.11223
0.823112	0.112222
0.823124	0.112213
0.823136	0.112204
0.823148	0.112195
0.82316	0.112186
0.823172	0.112177
0.823184	0.112169
0.823196	0.11216
0.823208	0.112151
0.82322	0.112142
0.823232	0.112133
0.823244	0.112124
0.823256	0.112116
0.823268	0.112107
0.82328	0.112098
0.823292	0.112089
0.823304	0.11208
0.823316	0.112071
0.823328	0.112063
0.82334	0.112054
0.823352	0.112045
0.823364	0.112036
0.823376	0.112027
0.823388	0.112018
0.8234	0.11201
0.823412	0.112001
0.823424	0.111992
0.823436	0.111983
0.823448	0.111974
0.82346	0.111966
0.823472	0.111957
0.823484	0.111948
0.823496	0.111939
0.823508	0.11193
0.82352	0.111921
0.823532	0.111913
0.823544	0.111904
0.823556	0.111895
0.823568	0.111886
0.82358	0.111877
0.823592	0.111868
0.823604	0.11186
0.823616	0.111851
0.823628	0.111842
0.82364	0.111833
0.823652	0.111824
0.823664	0.111815
0.823676	0.111807
0.823688	0.111798
0.8237	0.111789
0.823712	0.11178
0.823724	0.111771
0.823736	0.111763
0.823748	0.111754
0.82376	0.111745
0.823772	0.111736
0.823784	0.111727
0.823796	0.111718
0.823808	0.11171
0.82382	0.111701
0.823832	0.111692
0.823844	0.111683
0.823856	0.111674
0.823868	0.111665
0.82388	0.111657
0.823892	0.111648
0.823904	0.111639
0.823916	0.11163
0.823928	0.111621
0.82394	0.111613
0.823952	0.111604
0.823964	0.111595
0.823976	0.111586
0.823988	0.111577
0.824	0.111568
0.824012	0.11156
0.824024	0.111551
0.824036	0.111542
0.824048	0.111533
0.82406	0.111524
0.824072	0.111516
0.824084	0.111507
0.824096	0.111498
0.824108	0.111489
0.82412	0.11148
0.824132	0.111471
0.824144	0.111463
0.824156	0.111454
0.824168	0.111445
0.82418	0.111436
0.824192	0.111427
0.824204	0.111418
0.824216	0.11141
0.824228	0.111401
0.82424	0.111392
0.824252	0.111383
0.824264	0.111374
0.824276	0.111366
0.824288	0.111357
0.8243	0.111348
0.824312	0.111339
0.824324	0.11133
0.824336	0.111321
0.824348	0.111313
0.82436	0.111304
0.824372	0.111295
0.824384	0.111286
0.824396	0.111277
0.824408	0.111269
0.82442	0.11126
0.824432	0.111251
0.824444	0.111242
0.824456	0.111233
0.824468	0.111224
0.82448	0.111216
0.824492	0.111207
0.824504	0.111198
0.824516	0.111189
0.824528	0.11118
0.82454	0.111172
0.824552	0.111163
0.824564	0.111154
0.824576	0.111145
0.824588	0.111136
0.8246	0.111127
0.824612	0.111119
0.824624	0.11111
0.824636	0.111101
0.824648	0.111092
0.82466	0.111083
0.824672	0.111075
0.824684	0.111066
0.824696	0.111057
0.824708	0.111048
0.82472	0.111039
0.824732	0.111031
0.824744	0.111022
0.824756	0.111013
0.824768	0.111004
0.82478	0.110995
0.824792	0.110986
0.824804	0.110978
0.824816	0.110969
0.824828	0.11096
0.82484	0.110951
0.824852	0.110942
0.824864	0.110934
0.824876	0.110925
0.824888	0.110916
0.8249	0.110907
0.824912	0.110898
0.824924	0.110889
0.824936	0.110881
0.824948	0.110872
0.82496	0.110863
0.824972	0.110854
0.824984	0.110845
0.824996	0.110837
0.825008	0.110828
0.82502	0.110819
0.825032	0.11081
0.825044	0.110801
0.825056	0.110793
0.825068	0.110784
0.82508	0.110775
0.825092	0.110766
0.825104	0.110757
0.825116	0.110748
0.825128	0.11074
0.82514	0.110731
0.825152	0.110722
0.825164	0.110713
0.825176	0.110704
0.825188	0.110696
0.8252	0.110687
0.825212	0.110678
0.825224	0.110669
0.825236	0.11066
0.825248	0.110652
0.82526	0.110643
0.825272	0.110634
0.825284	0.110625
0.825296	0.110616
0.825308	0.110607
0.82532	0.110599
0.825332	0.11059
0.825344	0.110581
0.825356	0.110572
0.825368	0.110563
0.82538	0.110555
0.825392	0.110546
0.825404	0.110537
0.825416	0.110528
0.825428	0.110519
0.82544	0.110511
0.825452	0.110502
0.825464	0.110493
0.825476	0.110484
0.825488	0.110475
0.8255	0.110466
0.825512	0.110458
0.825524	0.110449
0.825536	0.11044
0.825548	0.110431
0.82556	0.110422
0.825572	0.110414
0.825584	0.110405
0.825596	0.110396
0.825608	0.110387
0.82562	0.110378
0.825632	0.11037
0.825644	0.110361
0.825656	0.110352
0.825668	0.110343
0.82568	0.110334
0.825692	0.110326
0.825704	0.110317
0.825716	0.110308
0.825728	0.110299
0.82574	0.11029
0.825752	0.110281
0.825764	0.110273
0.825776	0.110264
0.825788	0.110255
0.8258	0.110246
0.825812	0.110237
0.825824	0.110229
0.825836	0.11022
0.825848	0.110211
0.82586	0.110202
0.825872	0.110193
0.825884	0.110185
0.825896	0.110176
0.825908	0.110167
0.82592	0.110158
0.825932	0.110149
0.825944	0.110141
0.825956	0.110132
0.825968	0.110123
0.82598	0.110114
0.825992	0.110105
0.826004	0.110097
0.826016	0.110088
0.826028	0.110079
0.82604	0.11007
0.826052	0.110061
0.826064	0.110052
0.826076	0.110044
0.826088	0.110035
0.8261	0.110026
0.826112	0.110017
0.826124	0.110008
0.826136	0.11
0.826148	0.109991
0.82616	0.109982
0.826172	0.109973
0.826184	0.109964
0.826196	0.109956
0.826208	0.109947
0.82622	0.109938
0.826232	0.109929
0.826244	0.10992
0.826256	0.109912
0.826268	0.109903
0.82628	0.109894
0.826292	0.109885
0.826304	0.109876
0.826316	0.109868
0.826328	0.109859
0.82634	0.10985
0.826352	0.109841
0.826364	0.109832
0.826376	0.109824
0.826388	0.109815
0.8264	0.109806
0.826412	0.109797
0.826424	0.109788
0.826436	0.10978
0.826448	0.109771
0.82646	0.109762
0.826472	0.109753
0.826484	0.109744
0.826496	0.109736
0.826508	0.109727
0.82652	0.109718
0.826532	0.109709
0.826544	0.1097
0.826556	0.109692
0.826568	0.109683
0.82658	0.109674
0.826592	0.109665
0.826604	0.109656
0.826616	0.109648
0.826628	0.109639
0.82664	0.10963
0.826652	0.109621
0.826664	0.109612
0.826676	0.109604
0.826688	0.109595
0.8267	0.109586
0.826712	0.109577
0.826724	0.109568
0.826736	0.10956
0.826748	0.109551
0.82676	0.109542
0.826772	0.109533
0.826784	0.109524
0.826796	0.109516
0.826808	0.109507
0.82682	0.109498
0.826832	0.109489
0.826844	0.10948
0.826856	0.109472
0.826868	0.109463
0.82688	0.109454
0.826892	0.109445
0.826904	0.109436
0.826916	0.109428
0.826928	0.109419
0.82694	0.10941
0.826952	0.109401
0.826964	0.109392
0.826976	0.109384
0.826988	0.109375
0.827	0.109366
0.827012	0.109357
0.827024	0.109348
0.827036	0.10934
0.827048	0.109331
0.82706	0.109322
0.827072	0.109313
0.827084	0.109304
0.827096	0.109296
0.827108	0.109287
0.82712	0.109278
0.827132	0.109269
0.827144	0.10926
0.827156	0.109252
0.827168	0.109243
0.82718	0.109234
0.827192	0.109225
0.827204	0.109216
0.827216	0.109208
0.827228	0.109199
0.82724	0.10919
0.827252	0.109181
0.827264	0.109172
0.827276	0.109164
0.827288	0.109155
0.8273	0.109146
0.827312	0.109137
0.827324	0.109128
0.827336	0.10912
0.827348	0.109111
0.82736	0.109102
0.827372	0.109093
0.827384	0.109084
0.827396	0.109076
0.827408	0.109067
0.82742	0.109058
0.827432	0.109049
0.827444	0.10904
0.827456	0.109032
0.827468	0.109023
0.82748	0.109014
0.827492	0.109005
0.827504	0.108996
0.827516	0.108988
0.827528	0.108979
0.82754	0.10897
0.827552	0.108961
0.827564	0.108953
0.827576	0.108944
0.827588	0.108935
0.8276	0.108926
0.827612	0.108917
0.827624	0.108909
0.827636	0.1089
0.827648	0.108891
0.82766	0.108882
0.827672	0.108873
0.827684	0.108865
0.827696	0.108856
0.827708	0.108847
0.82772	0.108838
0.827732	0.108829
0.827744	0.108821
0.827756	0.108812
0.827768	0.108803
0.82778	0.108794
0.827792	0.108785
0.827804	0.108777
0.827816	0.108768
0.827828	0.108759
0.82784	0.10875
0.827852	0.108741
0.827864	0.108733
0.827876	0.108724
0.827888	0.108715
0.8279	0.108706
0.827912	0.108698
0.827924	0.108689
0.827936	0.10868
0.827948	0.108671
0.82796	0.108662
0.827972	0.108654
0.827984	0.108645
0.827996	0.108636
0.828008	0.108627
0.82802	0.108618
0.828032	0.10861
0.828044	0.108601
0.828056	0.108592
0.828068	0.108583
0.82808	0.108574
0.828092	0.108566
0.828104	0.108557
0.828116	0.108548
0.828128	0.108539
0.82814	0.108531
0.828152	0.108522
0.828164	0.108513
0.828176	0.108504
0.828188	0.108495
0.8282	0.108487
0.828212	0.108478
0.828224	0.108469
0.828236	0.10846
0.828248	0.108451
0.82826	0.108443
0.828272	0.108434
0.828284	0.108425
0.828296	0.108416
0.828308	0.108407
0.82832	0.108399
0.828332	0.10839
0.828344	0.108381
0.828356	0.108372
0.828368	0.108364
0.82838	0.108355
0.828392	0.108346
0.828404	0.108337
0.828416	0.108328
0.828428	0.10832
0.82844	0.108311
0.828452	0.108302
0.828464	0.108293
0.828476	0.108284
0.828488	0.108276
0.8285	0.108267
0.828512	0.108258
0.828524	0.108249
0.828536	0.108241
0.828548	0.108232
0.82856	0.108223
0.828572	0.108214
0.828584	0.108205
0.828596	0.108197
0.828608	0.108188
0.82862	0.108179
0.828632	0.10817
0.828644	0.108161
0.828656	0.108153
0.828668	0.108144
0.82868	0.108135
0.828692	0.108126
0.828704	0.108118
0.828716	0.108109
0.828728	0.1081
0.82874	0.108091
0.828752	0.108082
0.828764	0.108074
0.828776	0.108065
0.828788	0.108056
0.8288	0.108047
0.828812	0.108038
0.828824	0.10803
0.828836	0.108021
0.828848	0.108012
0.82886	0.108003
0.828872	0.107995
0.828884	0.107986
0.828896	0.107977
0.828908	0.107968
0.82892	0.107959
0.828932	0.107951
0.828944	0.107942
0.828956	0.107933
0.828968	0.107924
0.82898	0.107916
0.828992	0.107907
0.829004	0.107898
0.829016	0.107889
0.829028	0.10788
0.82904	0.107872
0.829052	0.107863
0.829064	0.107854
0.829076	0.107845
0.829088	0.107836
0.8291	0.107828
0.829112	0.107819
0.829124	0.10781
0.829136	0.107801
0.829148	0.107793
0.82916	0.107784
0.829172	0.107775
0.829184	0.107766
0.829196	0.107757
0.829208	0.107749
0.82922	0.10774
0.829232	0.107731
0.829244	0.107722
0.829256	0.107714
0.829268	0.107705
0.82928	0.107696
0.829292	0.107687
0.829304	0.107678
0.829316	0.10767
0.829328	0.107661
0.82934	0.107652
0.829352	0.107643
0.829364	0.107635
0.829376	0.107626
0.829388	0.107617
0.8294	0.107608
0.829412	0.107599
0.829424	0.107591
0.829436	0.107582
0.829448	0.107573
0.82946	0.107564
0.829472	0.107556
0.829484	0.107547
0.829496	0.107538
0.829508	0.107529
0.82952	0.10752
0.829532	0.107512
0.829544	0.107503
0.829556	0.107494
0.829568	0.107485
0.82958	0.107477
0.829592	0.107468
0.829604	0.107459
0.829616	0.10745
0.829628	0.107441
0.82964	0.107433
0.829652	0.107424
0.829664	0.107415
0.829676	0.107406
0.829688	0.107398
0.8297	0.107389
0.829712	0.10738
0.829724	0.107371
0.829736	0.107362
0.829748	0.107354
0.82976	0.107345
0.829772	0.107336
0.829784	0.107327
0.829796	0.107319
0.829808	0.10731
0.82982	0.107301
0.829832	0.107292
0.829844	0.107283
0.829856	0.107275
0.829868	0.107266
0.82988	0.107257
0.829892	0.107248
0.829904	0.10724
0.829916	0.107231
0.829928	0.107222
0.82994	0.107213
0.829952	0.107204
0.829964	0.107196
0.829976	0.107187
0.829988	0.107178
0.83	0.107169
0.830012	0.107161
0.830024	0.107152
0.830036	0.107143
0.830048	0.107134
0.83006	0.107125
0.830072	0.107117
0.830084	0.107108
0.830096	0.107099
0.830108	0.10709
0.83012	0.107082
0.830132	0.107073
0.830144	0.107064
0.830156	0.107055
0.830168	0.107047
0.83018	0.107038
0.830192	0.107029
0.830204	0.10702
0.830216	0.107011
0.830228	0.107003
0.83024	0.106994
0.830252	0.106985
0.830264	0.106976
0.830276	0.106968
0.830288	0.106959
0.8303	0.10695
0.830312	0.106941
0.830324	0.106932
0.830336	0.106924
0.830348	0.106915
0.83036	0.106906
0.830372	0.106897
0.830384	0.106889
0.830396	0.10688
0.830408	0.106871
0.83042	0.106862
0.830432	0.106854
0.830444	0.106845
0.830456	0.106836
0.830468	0.106827
0.83048	0.106818
0.830492	0.10681
0.830504	0.106801
0.830516	0.106792
0.830528	0.106783
0.83054	0.106775
0.830552	0.106766
0.830564	0.106757
0.830576	0.106748
0.830588	0.10674
0.8306	0.106731
