N: 10
J1/J2 START: 0.8
J1/J2 END: 1.4
datapoints: 50000
caculation time with 16 threads: 5485.58 seconds

J1/J2	Delta E in J2
1.06242	0.0231414
1.06243	0.0231445
1.06244	0.0231476
1.06245	0.0231507
1.06246	0.0231538
1.06248	0.0231569
1.06249	0.0231599
1.0625	0.023163
1.06251	0.0231661
1.06252	0.0231692
1.06254	0.0231723
1.06255	0.0231754
1.06256	0.0231785
1.06257	0.0231816
1.06258	0.0231846
1.0626	0.0231877
1.06261	0.0231908
1.06262	0.0231939
1.06263	0.023197
1.06264	0.0232001
1.06266	0.0232031
1.06267	0.0232062
1.06268	0.0232093
1.06269	0.0232124
1.0627	0.0232155
1.06272	0.0232185
1.06273	0.0232216
1.06274	0.0232247
1.06275	0.0232278
1.06276	0.0232308
1.06278	0.0232339
1.06279	0.023237
1.0628	0.0232401
1.06281	0.0232431
1.06282	0.0232462
1.06284	0.0232493
1.06285	0.0232524
1.06286	0.0232554
1.06287	0.0232585
1.06288	0.0232616
1.0629	0.0232646
1.06291	0.0232677
1.06292	0.0232708
1.06293	0.0232739
1.06294	0.0232769
1.06296	0.02328
1.06297	0.0232831
1.06298	0.0232861
1.06299	0.0232892
1.063	0.0232922
1.06302	0.0232953
1.06303	0.0232984
1.06304	0.0233014
1.06305	0.0233045
1.06306	0.0233076
1.06308	0.0233106
1.06309	0.0233137
1.0631	0.0233167
1.06311	0.0233198
1.06312	0.0233229
1.06314	0.0233259
1.06315	0.023329
1.06316	0.023332
1.06317	0.0233351
1.06318	0.0233381
1.0632	0.0233412
1.06321	0.0233443
1.06322	0.0233473
1.06323	0.0233504
1.06324	0.0233534
1.06326	0.0233565
1.06327	0.0233595
1.06328	0.0233626
1.06329	0.0233656
1.0633	0.0233687
1.06332	0.0233717
1.06333	0.0233748
1.06334	0.0233778
1.06335	0.0233809
1.06336	0.0233839
1.06338	0.023387
1.06339	0.02339
1.0634	0.0233931
1.06341	0.0233961
1.06342	0.0233991
1.06344	0.0234022
1.06345	0.0234052
1.06346	0.0234083
1.06347	0.0234113
1.06348	0.0234144
1.0635	0.0234174
1.06351	0.0234204
1.06352	0.0234235
1.06353	0.0234265
1.06354	0.0234296
1.06356	0.0234326
1.06357	0.0234356
1.06358	0.0234387
1.06359	0.0234417
1.0636	0.0234447
1.06362	0.0234478
1.06363	0.0234508
1.06364	0.0234538
1.06365	0.0234569
1.06366	0.0234599
1.06368	0.0234629
1.06369	0.023466
1.0637	0.023469
1.06371	0.023472
1.06372	0.0234751
1.06374	0.0234781
1.06375	0.0234811
1.06376	0.0234841
1.06377	0.0234872
1.06378	0.0234902
1.0638	0.0234932
1.06381	0.0234962
1.06382	0.0234993
1.06383	0.0235023
1.06384	0.0235053
1.06386	0.0235083
1.06387	0.0235114
1.06388	0.0235144
1.06389	0.0235174
1.0639	0.0235204
1.06392	0.0235234
1.06393	0.0235265
1.06394	0.0235295
1.06395	0.0235325
1.06396	0.0235355
1.06398	0.0235385
1.06399	0.0235416
1.064	0.0235446
1.06401	0.0235476
1.06402	0.0235506
1.06404	0.0235536
1.06405	0.0235566
1.06406	0.0235596
1.06407	0.0235627
1.06408	0.0235657
1.0641	0.0235687
1.06411	0.0235717
1.06412	0.0235747
1.06413	0.0235777
1.06414	0.0235807
1.06416	0.0235837
1.06417	0.0235867
1.06418	0.0235897
1.06419	0.0235928
1.0642	0.0235958
1.06422	0.0235988
1.06423	0.0236018
1.06424	0.0236048
1.06425	0.0236078
1.06426	0.0236108
1.06428	0.0236138
1.06429	0.0236168
1.0643	0.0236198
1.06431	0.0236228
1.06432	0.0236258
1.06434	0.0236288
1.06435	0.0236318
1.06436	0.0236348
1.06437	0.0236378
1.06438	0.0236408
1.0644	0.0236438
1.06441	0.0236468
1.06442	0.0236498
1.06443	0.0236528
1.06444	0.0236558
1.06446	0.0236588
1.06447	0.0236617
1.06448	0.0236647
1.06449	0.0236677
1.0645	0.0236707
1.06452	0.0236737
1.06453	0.0236767
1.06454	0.0236797
1.06455	0.0236827
1.06456	0.0236857
1.06458	0.0236887
1.06459	0.0236916
1.0646	0.0236946
1.06461	0.0236976
1.06462	0.0237006
1.06464	0.0237036
1.06465	0.0237066
1.06466	0.0237096
1.06467	0.0237125
1.06468	0.0237155
1.0647	0.0237185
1.06471	0.0237215
1.06472	0.0237245
1.06473	0.0237274
1.06474	0.0237304
1.06476	0.0237334
1.06477	0.0237364
1.06478	0.0237394
1.06479	0.0237423
1.0648	0.0237453
1.06482	0.0237483
1.06483	0.0237513
1.06484	0.0237542
1.06485	0.0237572
1.06486	0.0237602
1.06488	0.0237632
1.06489	0.0237661
1.0649	0.0237691
1.06491	0.0237721
1.06492	0.0237751
1.06494	0.023778
1.06495	0.023781
1.06496	0.023784
1.06497	0.0237869
1.06498	0.0237899
1.065	0.0237929
1.06501	0.0237958
1.06502	0.0237988
1.06503	0.0238018
1.06504	0.0238047
1.06506	0.0238077
1.06507	0.0238107
1.06508	0.0238136
1.06509	0.0238166
1.0651	0.0238195
1.06512	0.0238225
1.06513	0.0238255
1.06514	0.0238284
1.06515	0.0238314
1.06516	0.0238343
1.06518	0.0238373
1.06519	0.0238403
1.0652	0.0238432
1.06521	0.0238462
1.06522	0.0238491
1.06524	0.0238521
1.06525	0.023855
1.06526	0.023858
1.06527	0.023861
1.06528	0.0238639
1.0653	0.0238669
1.06531	0.0238698
1.06532	0.0238728
1.06533	0.0238757
1.06534	0.0238787
1.06536	0.0238816
1.06537	0.0238846
1.06538	0.0238875
1.06539	0.0238905
1.0654	0.0238934
1.06542	0.0238964
1.06543	0.0238993
1.06544	0.0239022
1.06545	0.0239052
1.06546	0.0239081
1.06548	0.0239111
1.06549	0.023914
1.0655	0.023917
1.06551	0.0239199
1.06552	0.0239228
1.06554	0.0239258
1.06555	0.0239287
1.06556	0.0239317
1.06557	0.0239346
1.06558	0.0239375
1.0656	0.0239405
1.06561	0.0239434
1.06562	0.0239464
1.06563	0.0239493
1.06564	0.0239522
1.06566	0.0239552
1.06567	0.0239581
1.06568	0.023961
1.06569	0.023964
1.0657	0.0239669
1.06572	0.0239698
1.06573	0.0239728
1.06574	0.0239757
1.06575	0.0239786
1.06576	0.0239816
1.06578	0.0239845
1.06579	0.0239874
1.0658	0.0239903
1.06581	0.0239933
1.06582	0.0239962
1.06584	0.0239991
1.06585	0.024002
1.06586	0.024005
1.06587	0.0240079
1.06588	0.0240108
1.0659	0.0240137
1.06591	0.0240167
1.06592	0.0240196
1.06593	0.0240225
1.06594	0.0240254
1.06596	0.0240283
1.06597	0.0240313
1.06598	0.0240342
1.06599	0.0240371
1.066	0.02404
1.06602	0.0240429
1.06603	0.0240459
1.06604	0.0240488
1.06605	0.0240517
1.06606	0.0240546
1.06608	0.0240575
1.06609	0.0240604
1.0661	0.0240633
1.06611	0.0240663
1.06612	0.0240692
1.06614	0.0240721
1.06615	0.024075
1.06616	0.0240779
1.06617	0.0240808
1.06618	0.0240837
1.0662	0.0240866
1.06621	0.0240895
1.06622	0.0240924
1.06623	0.0240953
1.06624	0.0240983
1.06626	0.0241012
1.06627	0.0241041
1.06628	0.024107
1.06629	0.0241099
1.0663	0.0241128
1.06632	0.0241157
1.06633	0.0241186
1.06634	0.0241215
1.06635	0.0241244
1.06636	0.0241273
1.06638	0.0241302
1.06639	0.0241331
1.0664	0.024136
1.06641	0.0241389
1.06642	0.0241418
1.06644	0.0241447
1.06645	0.0241476
1.06646	0.0241505
1.06647	0.0241534
1.06648	0.0241562
1.0665	0.0241591
1.06651	0.024162
1.06652	0.0241649
1.06653	0.0241678
1.06654	0.0241707
1.06656	0.0241736
1.06657	0.0241765
1.06658	0.0241794
1.06659	0.0241823
1.0666	0.0241852
1.06662	0.024188
1.06663	0.0241909
1.06664	0.0241938
1.06665	0.0241967
1.06666	0.0241996
1.06668	0.0242025
1.06669	0.0242054
1.0667	0.0242082
1.06671	0.0242111
1.06672	0.024214
1.06674	0.0242169
1.06675	0.0242198
1.06676	0.0242226
1.06677	0.0242255
1.06678	0.0242284
1.0668	0.0242313
1.06681	0.0242342
1.06682	0.024237
1.06683	0.0242399
1.06684	0.0242428
1.06686	0.0242457
1.06687	0.0242485
1.06688	0.0242514
1.06689	0.0242543
1.0669	0.0242572
1.06692	0.02426
1.06693	0.0242629
1.06694	0.0242658
1.06695	0.0242687
1.06696	0.0242715
1.06698	0.0242744
1.06699	0.0242773
1.067	0.0242801
1.06701	0.024283
1.06702	0.0242859
1.06704	0.0242887
1.06705	0.0242916
1.06706	0.0242945
1.06707	0.0242973
1.06708	0.0243002
1.0671	0.0243031
1.06711	0.0243059
1.06712	0.0243088
1.06713	0.0243117
1.06714	0.0243145
1.06716	0.0243174
1.06717	0.0243202
1.06718	0.0243231
1.06719	0.024326
1.0672	0.0243288
1.06722	0.0243317
1.06723	0.0243345
1.06724	0.0243374
1.06725	0.0243402
1.06726	0.0243431
1.06728	0.0243459
1.06729	0.0243488
1.0673	0.0243517
1.06731	0.0243545
1.06732	0.0243574
1.06734	0.0243602
1.06735	0.0243631
1.06736	0.0243659
1.06737	0.0243688
1.06738	0.0243716
1.0674	0.0243745
1.06741	0.0243773
1.06742	0.0243802
1.06743	0.024383
1.06744	0.0243859
1.06746	0.0243887
1.06747	0.0243915
1.06748	0.0243944
1.06749	0.0243972
1.0675	0.0244001
1.06752	0.0244029
1.06753	0.0244058
1.06754	0.0244086
1.06755	0.0244114
1.06756	0.0244143
1.06758	0.0244171
1.06759	0.02442
1.0676	0.0244228
1.06761	0.0244256
1.06762	0.0244285
1.06764	0.0244313
1.06765	0.0244342
1.06766	0.024437
1.06767	0.0244398
1.06768	0.0244427
1.0677	0.0244455
1.06771	0.0244483
1.06772	0.0244512
1.06773	0.024454
1.06774	0.0244568
1.06776	0.0244597
1.06777	0.0244625
1.06778	0.0244653
1.06779	0.0244682
1.0678	0.024471
1.06782	0.0244738
1.06783	0.0244766
1.06784	0.0244795
1.06785	0.0244823
1.06786	0.0244851
1.06788	0.0244879
1.06789	0.0244908
1.0679	0.0244936
1.06791	0.0244964
1.06792	0.0244992
1.06794	0.0245021
1.06795	0.0245049
1.06796	0.0245077
1.06797	0.0245105
1.06798	0.0245133
1.068	0.0245162
1.06801	0.024519
1.06802	0.0245218
1.06803	0.0245246
1.06804	0.0245274
1.06806	0.0245302
1.06807	0.0245331
1.06808	0.0245359
1.06809	0.0245387
1.0681	0.0245415
1.06812	0.0245443
1.06813	0.0245471
1.06814	0.0245499
1.06815	0.0245528
1.06816	0.0245556
1.06818	0.0245584
1.06819	0.0245612
1.0682	0.024564
1.06821	0.0245668
1.06822	0.0245696
1.06824	0.0245724
1.06825	0.0245752
1.06826	0.024578
1.06827	0.0245808
1.06828	0.0245836
1.0683	0.0245864
1.06831	0.0245892
1.06832	0.0245921
1.06833	0.0245949
1.06834	0.0245977
1.06836	0.0246005
1.06837	0.0246033
1.06838	0.0246061
1.06839	0.0246089
1.0684	0.0246117
1.06842	0.0246145
1.06843	0.0246173
1.06844	0.0246201
1.06845	0.0246228
1.06846	0.0246256
1.06848	0.0246284
1.06849	0.0246312
1.0685	0.024634
1.06851	0.0246368
1.06852	0.0246396
1.06854	0.0246424
1.06855	0.0246452
1.06856	0.024648
1.06857	0.0246508
1.06858	0.0246536
1.0686	0.0246564
1.06861	0.0246591
1.06862	0.0246619
1.06863	0.0246647
1.06864	0.0246675
1.06866	0.0246703
1.06867	0.0246731
1.06868	0.0246759
1.06869	0.0246787
1.0687	0.0246814
1.06872	0.0246842
1.06873	0.024687
1.06874	0.0246898
1.06875	0.0246926
1.06876	0.0246953
1.06878	0.0246981
1.06879	0.0247009
1.0688	0.0247037
1.06881	0.0247065
1.06882	0.0247092
1.06884	0.024712
1.06885	0.0247148
1.06886	0.0247176
1.06887	0.0247204
1.06888	0.0247231
1.0689	0.0247259
1.06891	0.0247287
1.06892	0.0247314
1.06893	0.0247342
1.06894	0.024737
1.06896	0.0247398
1.06897	0.0247425
1.06898	0.0247453
1.06899	0.0247481
1.069	0.0247508
1.06902	0.0247536
1.06903	0.0247564
1.06904	0.0247591
1.06905	0.0247619
1.06906	0.0247647
1.06908	0.0247674
1.06909	0.0247702
1.0691	0.024773
1.06911	0.0247757
1.06912	0.0247785
1.06914	0.0247813
1.06915	0.024784
1.06916	0.0247868
1.06917	0.0247895
1.06918	0.0247923
1.0692	0.0247951
1.06921	0.0247978
1.06922	0.0248006
1.06923	0.0248033
1.06924	0.0248061
1.06926	0.0248089
1.06927	0.0248116
1.06928	0.0248144
1.06929	0.0248171
1.0693	0.0248199
1.06932	0.0248226
1.06933	0.0248254
1.06934	0.0248281
1.06935	0.0248309
1.06936	0.0248336
1.06938	0.0248364
1.06939	0.0248391
1.0694	0.0248419
1.06941	0.0248446
1.06942	0.0248474
1.06944	0.0248501
1.06945	0.0248529
1.06946	0.0248556
1.06947	0.0248584
1.06948	0.0248611
1.0695	0.0248639
1.06951	0.0248666
1.06952	0.0248693
1.06953	0.0248721
1.06954	0.0248748
1.06956	0.0248776
1.06957	0.0248803
1.06958	0.0248831
1.06959	0.0248858
1.0696	0.0248885
1.06962	0.0248913
1.06963	0.024894
1.06964	0.0248967
1.06965	0.0248995
1.06966	0.0249022
1.06968	0.024905
1.06969	0.0249077
1.0697	0.0249104
1.06971	0.0249132
1.06972	0.0249159
1.06974	0.0249186
1.06975	0.0249214
1.06976	0.0249241
1.06977	0.0249268
1.06978	0.0249295
1.0698	0.0249323
1.06981	0.024935
1.06982	0.0249377
1.06983	0.0249405
1.06984	0.0249432
1.06986	0.0249459
1.06987	0.0249486
1.06988	0.0249514
1.06989	0.0249541
1.0699	0.0249568
1.06992	0.0249595
1.06993	0.0249623
1.06994	0.024965
1.06995	0.0249677
1.06996	0.0249704
1.06998	0.0249731
1.06999	0.0249759
1.07	0.0249786
1.07001	0.0249813
1.07002	0.024984
1.07004	0.0249867
1.07005	0.0249895
1.07006	0.0249922
1.07007	0.0249949
1.07008	0.0249976
1.0701	0.0250003
1.07011	0.025003
1.07012	0.0250057
1.07013	0.0250085
1.07014	0.0250112
1.07016	0.0250139
1.07017	0.0250166
1.07018	0.0250193
1.07019	0.025022
1.0702	0.0250247
1.07022	0.0250274
1.07023	0.0250301
1.07024	0.0250328
1.07025	0.0250355
1.07026	0.0250383
1.07028	0.025041
1.07029	0.0250437
1.0703	0.0250464
1.07031	0.0250491
1.07032	0.0250518
1.07034	0.0250545
1.07035	0.0250572
1.07036	0.0250599
1.07037	0.0250626
1.07038	0.0250653
1.0704	0.025068
1.07041	0.0250707
1.07042	0.0250734
1.07043	0.0250761
1.07044	0.0250788
1.07046	0.0250815
1.07047	0.0250842
1.07048	0.0250869
1.07049	0.0250895
1.0705	0.0250922
1.07052	0.0250949
1.07053	0.0250976
1.07054	0.0251003
1.07055	0.025103
1.07056	0.0251057
1.07058	0.0251084
1.07059	0.0251111
1.0706	0.0251138
1.07061	0.0251165
1.07062	0.0251191
1.07064	0.0251218
1.07065	0.0251245
1.07066	0.0251272
1.07067	0.0251299
1.07068	0.0251326
1.0707	0.0251353
1.07071	0.0251379
1.07072	0.0251406
1.07073	0.0251433
1.07074	0.025146
1.07076	0.0251487
1.07077	0.0251514
1.07078	0.025154
1.07079	0.0251567
1.0708	0.0251594
1.07082	0.0251621
1.07083	0.0251648
1.07084	0.0251674
1.07085	0.0251701
1.07086	0.0251728
1.07088	0.0251755
1.07089	0.0251781
1.0709	0.0251808
1.07091	0.0251835
1.07092	0.0251861
1.07094	0.0251888
1.07095	0.0251915
1.07096	0.0251942
1.07097	0.0251968
1.07098	0.0251995
1.071	0.0252022
1.07101	0.0252048
1.07102	0.0252075
1.07103	0.0252102
1.07104	0.0252128
1.07106	0.0252155
1.07107	0.0252182
1.07108	0.0252208
1.07109	0.0252235
1.0711	0.0252262
1.07112	0.0252288
1.07113	0.0252315
1.07114	0.0252342
1.07115	0.0252368
1.07116	0.0252395
1.07118	0.0252421
1.07119	0.0252448
1.0712	0.0252475
1.07121	0.0252501
1.07122	0.0252528
1.07124	0.0252554
1.07125	0.0252581
1.07126	0.0252607
1.07127	0.0252634
1.07128	0.0252661
1.0713	0.0252687
1.07131	0.0252714
1.07132	0.025274
1.07133	0.0252767
1.07134	0.0252793
1.07136	0.025282
1.07137	0.0252846
1.07138	0.0252873
1.07139	0.0252899
1.0714	0.0252926
1.07142	0.0252952
1.07143	0.0252979
1.07144	0.0253005
1.07145	0.0253032
1.07146	0.0253058
1.07148	0.0253084
1.07149	0.0253111
1.0715	0.0253137
1.07151	0.0253164
1.07152	0.025319
1.07154	0.0253217
1.07155	0.0253243
1.07156	0.0253269
1.07157	0.0253296
1.07158	0.0253322
1.0716	0.0253349
1.07161	0.0253375
1.07162	0.0253401
1.07163	0.0253428
1.07164	0.0253454
1.07166	0.025348
1.07167	0.0253507
1.07168	0.0253533
1.07169	0.0253559
1.0717	0.0253586
1.07172	0.0253612
1.07173	0.0253638
1.07174	0.0253665
1.07175	0.0253691
1.07176	0.0253717
1.07178	0.0253744
1.07179	0.025377
1.0718	0.0253796
1.07181	0.0253823
1.07182	0.0253849
1.07184	0.0253875
1.07185	0.0253901
1.07186	0.0253928
1.07187	0.0253954
1.07188	0.025398
1.0719	0.0254006
1.07191	0.0254033
1.07192	0.0254059
1.07193	0.0254085
1.07194	0.0254111
1.07196	0.0254137
1.07197	0.0254164
1.07198	0.025419
1.07199	0.0254216
1.072	0.0254242
1.07202	0.0254268
1.07203	0.0254295
1.07204	0.0254321
1.07205	0.0254347
1.07206	0.0254373
1.07208	0.0254399
1.07209	0.0254425
1.0721	0.0254451
1.07211	0.0254478
1.07212	0.0254504
1.07214	0.025453
1.07215	0.0254556
1.07216	0.0254582
1.07217	0.0254608
1.07218	0.0254634
1.0722	0.025466
1.07221	0.0254686
1.07222	0.0254712
1.07223	0.0254739
1.07224	0.0254765
1.07226	0.0254791
1.07227	0.0254817
1.07228	0.0254843
1.07229	0.0254869
1.0723	0.0254895
1.07232	0.0254921
1.07233	0.0254947
1.07234	0.0254973
1.07235	0.0254999
1.07236	0.0255025
1.07238	0.0255051
1.07239	0.0255077
1.0724	0.0255103
1.07241	0.0255129
1.07242	0.0255155
1.07244	0.0255181
1.07245	0.0255207
1.07246	0.0255233
1.07247	0.0255259
1.07248	0.0255285
1.0725	0.025531
1.07251	0.0255336
1.07252	0.0255362
1.07253	0.0255388
1.07254	0.0255414
1.07256	0.025544
1.07257	0.0255466
1.07258	0.0255492
1.07259	0.0255518
1.0726	0.0255544
1.07262	0.0255569
1.07263	0.0255595
1.07264	0.0255621
1.07265	0.0255647
1.07266	0.0255673
1.07268	0.0255699
1.07269	0.0255725
1.0727	0.025575
1.07271	0.0255776
1.07272	0.0255802
1.07274	0.0255828
1.07275	0.0255854
1.07276	0.0255879
1.07277	0.0255905
1.07278	0.0255931
1.0728	0.0255957
1.07281	0.0255983
1.07282	0.0256008
1.07283	0.0256034
1.07284	0.025606
1.07286	0.0256086
1.07287	0.0256111
1.07288	0.0256137
1.07289	0.0256163
1.0729	0.0256189
1.07292	0.0256214
1.07293	0.025624
1.07294	0.0256266
1.07295	0.0256291
1.07296	0.0256317
1.07298	0.0256343
1.07299	0.0256369
1.073	0.0256394
1.07301	0.025642
1.07302	0.0256446
1.07304	0.0256471
1.07305	0.0256497
1.07306	0.0256522
1.07307	0.0256548
1.07308	0.0256574
1.0731	0.0256599
1.07311	0.0256625
1.07312	0.0256651
1.07313	0.0256676
1.07314	0.0256702
1.07316	0.0256727
1.07317	0.0256753
1.07318	0.0256779
1.07319	0.0256804
1.0732	0.025683
1.07322	0.0256855
1.07323	0.0256881
1.07324	0.0256906
1.07325	0.0256932
1.07326	0.0256958
1.07328	0.0256983
1.07329	0.0257009
1.0733	0.0257034
1.07331	0.025706
1.07332	0.0257085
1.07334	0.0257111
1.07335	0.0257136
1.07336	0.0257162
1.07337	0.0257187
1.07338	0.0257213
1.0734	0.0257238
1.07341	0.0257264
1.07342	0.0257289
1.07343	0.0257315
1.07344	0.025734
1.07346	0.0257365
1.07347	0.0257391
1.07348	0.0257416
1.07349	0.0257442
1.0735	0.0257467
1.07352	0.0257493
1.07353	0.0257518
1.07354	0.0257543
1.07355	0.0257569
1.07356	0.0257594
1.07358	0.025762
1.07359	0.0257645
1.0736	0.025767
1.07361	0.0257696
1.07362	0.0257721
1.07364	0.0257746
1.07365	0.0257772
1.07366	0.0257797
1.07367	0.0257822
1.07368	0.0257848
1.0737	0.0257873
1.07371	0.0257898
1.07372	0.0257924
1.07373	0.0257949
1.07374	0.0257974
1.07376	0.0258
1.07377	0.0258025
1.07378	0.025805
1.07379	0.0258075
1.0738	0.0258101
1.07382	0.0258126
1.07383	0.0258151
1.07384	0.0258176
1.07385	0.0258202
1.07386	0.0258227
1.07388	0.0258252
1.07389	0.0258277
1.0739	0.0258303
1.07391	0.0258328
1.07392	0.0258353
1.07394	0.0258378
1.07395	0.0258403
1.07396	0.0258429
1.07397	0.0258454
1.07398	0.0258479
1.074	0.0258504
1.07401	0.0258529
1.07402	0.0258554
1.07403	0.025858
1.07404	0.0258605
1.07406	0.025863
1.07407	0.0258655
1.07408	0.025868
1.07409	0.0258705
1.0741	0.025873
1.07412	0.0258756
1.07413	0.0258781
1.07414	0.0258806
1.07415	0.0258831
1.07416	0.0258856
1.07418	0.0258881
1.07419	0.0258906
1.0742	0.0258931
1.07421	0.0258956
1.07422	0.0258981
1.07424	0.0259006
1.07425	0.0259031
1.07426	0.0259056
1.07427	0.0259081
1.07428	0.0259106
1.0743	0.0259131
1.07431	0.0259156
1.07432	0.0259181
1.07433	0.0259206
1.07434	0.0259231
1.07436	0.0259256
1.07437	0.0259281
1.07438	0.0259306
1.07439	0.0259331
1.0744	0.0259356
1.07442	0.0259381
1.07443	0.0259406
1.07444	0.0259431
1.07445	0.0259456
1.07446	0.0259481
1.07448	0.0259506
1.07449	0.0259531
1.0745	0.0259556
1.07451	0.0259581
1.07452	0.0259606
1.07454	0.0259631
1.07455	0.0259655
1.07456	0.025968
1.07457	0.0259705
1.07458	0.025973
1.0746	0.0259755
1.07461	0.025978
1.07462	0.0259805
1.07463	0.0259829
1.07464	0.0259854
1.07466	0.0259879
1.07467	0.0259904
1.07468	0.0259929
1.07469	0.0259954
1.0747	0.0259978
1.07472	0.0260003
1.07473	0.0260028
1.07474	0.0260053
1.07475	0.0260078
1.07476	0.0260102
1.07478	0.0260127
1.07479	0.0260152
1.0748	0.0260177
1.07481	0.0260201
1.07482	0.0260226
1.07484	0.0260251
1.07485	0.0260276
1.07486	0.02603
1.07487	0.0260325
1.07488	0.026035
1.0749	0.0260375
1.07491	0.0260399
1.07492	0.0260424
1.07493	0.0260449
1.07494	0.0260473
1.07496	0.0260498
1.07497	0.0260523
1.07498	0.0260547
1.07499	0.0260572
1.075	0.0260597
1.07502	0.0260621
1.07503	0.0260646
1.07504	0.0260671
1.07505	0.0260695
1.07506	0.026072
1.07508	0.0260744
1.07509	0.0260769
1.0751	0.0260794
1.07511	0.0260818
1.07512	0.0260843
1.07514	0.0260867
1.07515	0.0260892
1.07516	0.0260917
1.07517	0.0260941
1.07518	0.0260966
1.0752	0.026099
1.07521	0.0261015
1.07522	0.0261039
1.07523	0.0261064
1.07524	0.0261088
1.07526	0.0261113
1.07527	0.0261138
1.07528	0.0261162
1.07529	0.0261187
1.0753	0.0261211
1.07532	0.0261236
1.07533	0.026126
1.07534	0.0261285
1.07535	0.0261309
1.07536	0.0261333
1.07538	0.0261358
1.07539	0.0261382
1.0754	0.0261407
1.07541	0.0261431
1.07542	0.0261456
1.07544	0.026148
1.07545	0.0261505
1.07546	0.0261529
1.07547	0.0261553
1.07548	0.0261578
1.0755	0.0261602
1.07551	0.0261627
1.07552	0.0261651
1.07553	0.0261675
1.07554	0.02617
1.07556	0.0261724
1.07557	0.0261749
1.07558	0.0261773
1.07559	0.0261797
1.0756	0.0261822
1.07562	0.0261846
1.07563	0.026187
1.07564	0.0261895
1.07565	0.0261919
1.07566	0.0261943
1.07568	0.0261968
1.07569	0.0261992
1.0757	0.0262016
1.07571	0.026204
1.07572	0.0262065
1.07574	0.0262089
1.07575	0.0262113
1.07576	0.0262138
1.07577	0.0262162
1.07578	0.0262186
1.0758	0.026221
1.07581	0.0262235
1.07582	0.0262259
1.07583	0.0262283
1.07584	0.0262307
1.07586	0.0262331
1.07587	0.0262356
1.07588	0.026238
1.07589	0.0262404
1.0759	0.0262428
1.07592	0.0262452
1.07593	0.0262477
1.07594	0.0262501
1.07595	0.0262525
1.07596	0.0262549
1.07598	0.0262573
1.07599	0.0262597
1.076	0.0262622
1.07601	0.0262646
1.07602	0.026267
1.07604	0.0262694
1.07605	0.0262718
1.07606	0.0262742
1.07607	0.0262766
1.07608	0.026279
1.0761	0.0262815
1.07611	0.0262839
1.07612	0.0262863
1.07613	0.0262887
1.07614	0.0262911
1.07616	0.0262935
1.07617	0.0262959
1.07618	0.0262983
1.07619	0.0263007
1.0762	0.0263031
1.07622	0.0263055
1.07623	0.0263079
1.07624	0.0263103
1.07625	0.0263127
1.07626	0.0263151
1.07628	0.0263175
1.07629	0.0263199
1.0763	0.0263223
1.07631	0.0263247
1.07632	0.0263271
1.07634	0.0263295
1.07635	0.0263319
1.07636	0.0263343
1.07637	0.0263367
1.07638	0.0263391
1.0764	0.0263415
1.07641	0.0263439
1.07642	0.0263463
1.07643	0.0263487
1.07644	0.0263511
1.07646	0.0263535
1.07647	0.0263558
1.07648	0.0263582
1.07649	0.0263606
1.0765	0.026363
1.07652	0.0263654
1.07653	0.0263678
1.07654	0.0263702
1.07655	0.0263726
1.07656	0.0263749
1.07658	0.0263773
1.07659	0.0263797
1.0766	0.0263821
1.07661	0.0263845
1.07662	0.0263869
1.07664	0.0263892
1.07665	0.0263916
1.07666	0.026394
1.07667	0.0263964
1.07668	0.0263988
1.0767	0.0264011
1.07671	0.0264035
1.07672	0.0264059
1.07673	0.0264083
1.07674	0.0264107
1.07676	0.026413
1.07677	0.0264154
1.07678	0.0264178
1.07679	0.0264202
1.0768	0.0264225
1.07682	0.0264249
1.07683	0.0264273
1.07684	0.0264296
1.07685	0.026432
1.07686	0.0264344
1.07688	0.0264368
1.07689	0.0264391
1.0769	0.0264415
1.07691	0.0264439
1.07692	0.0264462
1.07694	0.0264486
1.07695	0.026451
1.07696	0.0264533
1.07697	0.0264557
1.07698	0.026458
1.077	0.0264604
1.07701	0.0264628
1.07702	0.0264651
1.07703	0.0264675
1.07704	0.0264699
1.07706	0.0264722
1.07707	0.0264746
1.07708	0.0264769
1.07709	0.0264793
1.0771	0.0264817
1.07712	0.026484
1.07713	0.0264864
1.07714	0.0264887
1.07715	0.0264911
1.07716	0.0264934
1.07718	0.0264958
1.07719	0.0264981
1.0772	0.0265005
1.07721	0.0265028
1.07722	0.0265052
1.07724	0.0265075
1.07725	0.0265099
1.07726	0.0265122
1.07727	0.0265146
1.07728	0.0265169
1.0773	0.0265193
1.07731	0.0265216
1.07732	0.026524
1.07733	0.0265263
1.07734	0.0265287
1.07736	0.026531
1.07737	0.0265334
1.07738	0.0265357
1.07739	0.026538
1.0774	0.0265404
1.07742	0.0265427
1.07743	0.0265451
1.07744	0.0265474
1.07745	0.0265498
1.07746	0.0265521
1.07748	0.0265544
1.07749	0.0265568
1.0775	0.0265591
1.07751	0.0265614
1.07752	0.0265638
1.07754	0.0265661
1.07755	0.0265684
1.07756	0.0265708
1.07757	0.0265731
1.07758	0.0265754
1.0776	0.0265778
1.07761	0.0265801
1.07762	0.0265824
1.07763	0.0265848
1.07764	0.0265871
1.07766	0.0265894
1.07767	0.0265918
1.07768	0.0265941
1.07769	0.0265964
1.0777	0.0265987
1.07772	0.0266011
1.07773	0.0266034
